question_id,category,company,role,round,topic,difficulty,question,evidence_type,source_note
4463,Product Companies,VMware,Security Engineer,Technical Round,API Design,Easy,How would you test a feature that depends heavily on API Design? Assume the system is used at large scale.,Publicly reported / commonly reported pattern,Public interview-report aggregators and company interview reports; exact attribution varies
4464,Automotive Companies,Continental,DevOps Engineer,Coding Round,ECU,Hard,How would you optimize performance in a system using ECU? Include the key trade-offs.,Publicly reported / commonly reported pattern,Public interview-report aggregators and company interview reports; exact attribution varies
4465,Service Companies,DXC Technology,Security Engineer,Technical Round,Computer Networks,Easy,How would you explain Computer Networks to a non-technical client? Describe the approach step by step.,Publicly reported / commonly reported pattern,Public interview-report aggregators and company interview reports; exact attribution varies
4466,Service Companies,Tech Mahindra,Frontend Engineer,HR Round,Aptitude,Hard,How would you explain Aptitude to a non-technical client? Discuss common failure cases.,Publicly reported / commonly reported pattern,Public interview-report aggregators and company interview reports; exact attribution varies
4467,Product Companies,ServiceNow,QA Engineer,Managerial Round,Java,Easy,How would you improve an existing system that has problems related to Java? Include the key trade-offs.,Publicly reported / commonly reported pattern,Public interview-report aggregators and company interview reports; exact attribution varies
4468,Automotive Companies,Tata Motors,DevOps Engineer,HR Round,ISO 26262,Medium,What safety or reliability concerns arise with ISO 26262? Assume the system is used at large scale.,Publicly reported / commonly reported pattern,Public interview-report aggregators and company interview reports; exact attribution varies
4469,Service Companies,Wipro,QA Engineer,Coding Round,Problem Solving,Easy,Describe a project where Problem Solving could be used effectively. Mention the main metrics you would monitor.,Publicly reported / commonly reported pattern,Public interview-report aggregators and company interview reports; exact attribution varies
4470,Cloud Companies,IBM,Cloud Engineer,System Design,CI/CD,Easy,How would you recover from a major failure in a system involving CI/CD? Give a concrete example.,Publicly reported / commonly reported pattern,Public interview-report aggregators and company interview reports; exact attribution varies
4471,Service Companies,Tech Mahindra,Data Engineer,Managerial Round,Aptitude,Easy,Compare two approaches to Aptitude and discuss their advantages. Give a concrete example.,Publicly reported / commonly reported pattern,Public interview-report aggregators and company interview reports; exact attribution varies
4472,Service Companies,NTT DATA,Frontend Engineer,System Design,Coding,Medium,Explain Coding with a practical example. Include the key trade-offs.,Publicly reported / commonly reported pattern,Public interview-report aggregators and company interview reports; exact attribution varies
4473,Product Companies,Atlassian,Backend Engineer,HR Round,System Design,Easy,What failure scenarios should be considered when designing around System Design? Describe the approach step by step.,Publicly reported / commonly reported pattern,Public interview-report aggregators and company interview reports; exact attribution varies
4474,Product Companies,Microsoft,DevOps Engineer,HR Round,Java,Easy,Explain Java and describe a situation where you used it in a project. Assume the system is used at large scale.,Publicly reported / commonly reported pattern,Public interview-report aggregators and company interview reports; exact attribution varies
4475,HR/Behavioral,Capgemini,QA Engineer,Behavioral Round,Communication,Easy,Describe a situation where you had to communicate a technical idea clearly. Answer using a clear situation-action-result structure.,Publicly reported / commonly reported pattern,Public interview-report aggregators and company interview reports; exact attribution varies
4476,Cybersecurity Companies,Tenable,Systems Engineer,Technical Round,Network Security,Hard,How would you investigate a security incident involving Network Security? Mention the main metrics you would monitor.,Publicly reported / commonly reported pattern,Public interview-report aggregators and company interview reports; exact attribution varies
4477,HR/Behavioral,Wipro,QA Engineer,Coding Round,Customer Focus,Hard,Tell me about yourself and your most relevant project experience.,Publicly reported / commonly reported pattern,Public interview-report aggregators and company interview reports; exact attribution varies
4478,Automotive Companies,Volvo Cars,QA Engineer,Managerial Round,Control Systems,Hard,How would you explain the design decisions behind a project using Control Systems? Describe the approach step by step.,Publicly reported / commonly reported pattern,Public interview-report aggregators and company interview reports; exact attribution varies
4479,Cloud Companies,Nutanix,DevOps Engineer,HR Round,AWS/Azure/GCP Concepts,Easy,What security risks should be considered when using AWS/Azure/GCP Concepts? Explain how you would test your solution.,Publicly reported / commonly reported pattern,Public interview-report aggregators and company interview reports; exact attribution varies
4480,Automotive Companies,Volvo Cars,Full Stack Engineer,Managerial Round,Control Systems,Easy,How would you test a component involving Control Systems? Include the key trade-offs.,Publicly reported / commonly reported pattern,Public interview-report aggregators and company interview reports; exact attribution varies
4481,Cybersecurity Companies,Cisco,QA Engineer,System Design,Identity and Access Management,Easy,What are the most common weaknesses associated with Identity and Access Management? Mention the main metrics you would monitor.,Publicly reported / commonly reported pattern,Public interview-report aggregators and company interview reports; exact attribution varies
4482,Product Companies,PayPal,Software Engineer,Managerial Round,Microservices,Hard,What failure scenarios should be considered when designing around Microservices? Consider both performance and maintainability.,Publicly reported / commonly reported pattern,Public interview-report aggregators and company interview reports; exact attribution varies
4483,Automotive Companies,Valeo,ML Engineer,HR Round,Battery Management,Hard,How would you explain the design decisions behind a project using Battery Management? Mention the main metrics you would monitor.,Publicly reported / commonly reported pattern,Public interview-report aggregators and company interview reports; exact attribution varies
4484,AI/ML Companies,Dell Technologies,Frontend Engineer,HR Round,NLP,Easy,What can cause poor performance in a NLP pipeline? Give a concrete example.,Publicly reported / commonly reported pattern,Public interview-report aggregators and company interview reports; exact attribution varies
4485,AI/ML Companies,NVIDIA,Data Scientist,Managerial Round,Data Structures,Medium,What data problems can affect a solution based on Data Structures? Describe the approach step by step.,Publicly reported / commonly reported pattern,Public interview-report aggregators and company interview reports; exact attribution varies
4486,Service Companies,Virtusa,Cloud Engineer,Coding Round,DBMS,Easy,How would you optimize a solution that uses DBMS? Give a concrete example.,Publicly reported / commonly reported pattern,Public interview-report aggregators and company interview reports; exact attribution varies
4487,Cloud Companies,Nutanix,Data Engineer,Online Assessment,IAM,Medium,Explain IAM and describe a practical production use case. Give a concrete example.,Publicly reported / commonly reported pattern,Public interview-report aggregators and company interview reports; exact attribution varies
4488,Cloud Companies,Cloudflare,Backend Engineer,HR Round,Containers,Medium,What security risks should be considered when using Containers? Mention the main metrics you would monitor.,Publicly reported / commonly reported pattern,Public interview-report aggregators and company interview reports; exact attribution varies
4489,Service Companies,Wipro,DevOps Engineer,Coding Round,DBMS,Hard,How would you optimize a solution that uses DBMS? Consider both performance and maintainability.,Publicly reported / commonly reported pattern,Public interview-report aggregators and company interview reports; exact attribution varies
4490,Product Companies,Visa,Frontend Engineer,HR Round,Python,Easy,"What performance problems can occur with Python, and how would you identify them? Give a concrete example.",Publicly reported / commonly reported pattern,Public interview-report aggregators and company interview reports; exact attribution varies
4491,Service Companies,TCS,Cloud Engineer,Managerial Round,Agile,Easy,Explain Agile with a practical example. Assume the system is used at large scale.,Publicly reported / commonly reported pattern,Public interview-report aggregators and company interview reports; exact attribution varies
4492,Automotive Companies,Honda,DevOps Engineer,System Design,Functional Safety,Easy,What real-time constraints matter when designing with Functional Safety? Assume the system is used at large scale.,Publicly reported / commonly reported pattern,Public interview-report aggregators and company interview reports; exact attribution varies
4493,Product Companies,PayPal,Backend Engineer,Managerial Round,Testing,Medium,How would you debug a production issue involving Testing? Assume the system is used at large scale.,Publicly reported / commonly reported pattern,Public interview-report aggregators and company interview reports; exact attribution varies
4494,Service Companies,Accenture,Backend Engineer,Technical Round,Coding,Easy,Explain Coding with a practical example. Give a concrete example.,Publicly reported / commonly reported pattern,Public interview-report aggregators and company interview reports; exact attribution varies
4495,Product Companies,HP,Full Stack Engineer,Online Assessment,OOP,Hard,Explain OOP and describe a situation where you used it in a project. Assume the system is used at large scale.,Publicly reported / commonly reported pattern,Public interview-report aggregators and company interview reports; exact attribution varies
4496,Automotive Companies,BMW,Backend Engineer,Coding Round,Real-Time Systems,Hard,How would you debug a failure involving Real-Time Systems in a vehicle? Assume the system is used at large scale.,Publicly reported / commonly reported pattern,Public interview-report aggregators and company interview reports; exact attribution varies
4497,Service Companies,Wipro,Data Engineer,Managerial Round,Problem Solving,Easy,How would you test a solution based on Problem Solving? Mention the main metrics you would monitor.,Publicly reported / commonly reported pattern,Public interview-report aggregators and company interview reports; exact attribution varies
4498,Service Companies,Hexaware,Full Stack Engineer,Online Assessment,Aptitude,Medium,What are the common mistakes candidates make when working with Aptitude? Describe the approach step by step.,Publicly reported / commonly reported pattern,Public interview-report aggregators and company interview reports; exact attribution varies
4499,Cybersecurity Companies,Zscaler,Systems Engineer,HR Round,Incident Response,Hard,Explain Incident Response and give an example of how it protects an enterprise. Assume the system is used at large scale.,Publicly reported / commonly reported pattern,Public interview-report aggregators and company interview reports; exact attribution varies
4500,AI/ML Companies,Hewlett Packard Enterprise,Data Engineer,System Design,SQL,Medium,Explain SQL and discuss where it is useful in a production ML system. Describe the approach step by step.,Publicly reported / commonly reported pattern,Public interview-report aggregators and company interview reports; exact attribution varies
4501,Cloud Companies,Nutanix,Frontend Engineer,Online Assessment,CI/CD,Hard,How would you design a highly available system using CI/CD? Discuss common failure cases.,Publicly reported / commonly reported pattern,Public interview-report aggregators and company interview reports; exact attribution varies
4502,Service Companies,Mphasis,Systems Engineer,HR Round,Computer Networks,Medium,Compare two approaches to Computer Networks and discuss their advantages. Consider both performance and maintainability.,Publicly reported / commonly reported pattern,Public interview-report aggregators and company interview reports; exact attribution varies
4503,Service Companies,Infosys,Cloud Engineer,Online Assessment,Coding,Hard,How would you troubleshoot a client issue involving Coding? Explain how you would test your solution.,Publicly reported / commonly reported pattern,Public interview-report aggregators and company interview reports; exact attribution varies
4504,AI/ML Companies,Bosch,Software Engineer,Technical Round,Linear Algebra,Medium,How would you monitor a production system involving Linear Algebra? Include the key trade-offs.,Publicly reported / commonly reported pattern,Public interview-report aggregators and company interview reports; exact attribution varies
4505,Cloud Companies,Dell Technologies,Software Engineer,System Design,AWS/Azure/GCP Concepts,Medium,What are the availability and reliability trade-offs of AWS/Azure/GCP Concepts? Explain how you would test your solution.,Publicly reported / commonly reported pattern,Public interview-report aggregators and company interview reports; exact attribution varies
4506,Product Companies,eBay,Backend Engineer,System Design,System Design,Medium,Compare two common approaches to System Design. When would you choose each? Consider both performance and maintainability.,Publicly reported / commonly reported pattern,Public interview-report aggregators and company interview reports; exact attribution varies
4507,Service Companies,Persistent Systems,DevOps Engineer,System Design,Agile,Hard,Write a solution for a programming problem involving Agile. Give a concrete example.,Publicly reported / commonly reported pattern,Public interview-report aggregators and company interview reports; exact attribution varies
4508,Cloud Companies,Akamai,Frontend Engineer,Technical Round,Docker,Easy,What are the availability and reliability trade-offs of Docker? Give a concrete example.,Publicly reported / commonly reported pattern,Public interview-report aggregators and company interview reports; exact attribution varies
4509,Cloud Companies,SAP,Security Engineer,Technical Round,System Design,Hard,How would you recover from a major failure in a system involving System Design? Mention the main metrics you would monitor.,Publicly reported / commonly reported pattern,Public interview-report aggregators and company interview reports; exact attribution varies
4510,AI/ML Companies,Bosch,QA Engineer,Managerial Round,SQL,Easy,What assumptions are important when applying SQL? Give a concrete example.,Publicly reported / commonly reported pattern,Public interview-report aggregators and company interview reports; exact attribution varies
4511,Product Companies,Samsung,Backend Engineer,System Design,API Design,Hard,How would you improve an existing system that has problems related to API Design? Discuss common failure cases.,Publicly reported / commonly reported pattern,Public interview-report aggregators and company interview reports; exact attribution varies
4512,Automotive Companies,Kia,Full Stack Engineer,Online Assessment,Sensors,Easy,How would you test a component involving Sensors? Consider both performance and maintainability.,Publicly reported / commonly reported pattern,Public interview-report aggregators and company interview reports; exact attribution varies
4513,Product Companies,VMware,QA Engineer,HR Round,Computer Networks,Hard,Compare two common approaches to Computer Networks. When would you choose each? Assume the system is used at large scale.,Publicly reported / commonly reported pattern,Public interview-report aggregators and company interview reports; exact attribution varies
4514,Product Companies,ServiceNow,Frontend Engineer,Coding Round,REST APIs,Easy,What are the most important trade-offs when working with REST APIs? Explain how you would test your solution.,Publicly reported / commonly reported pattern,Public interview-report aggregators and company interview reports; exact attribution varies
4515,Cloud Companies,Rackspace Technology,Full Stack Engineer,Technical Round,System Design,Easy,What are the availability and reliability trade-offs of System Design? Consider both performance and maintainability.,Publicly reported / commonly reported pattern,Public interview-report aggregators and company interview reports; exact attribution varies
4516,Cloud Companies,Cisco,Data Scientist,System Design,Networking,Easy,Compare two approaches to Networking for a large distributed application. Discuss common failure cases.,Publicly reported / commonly reported pattern,Public interview-report aggregators and company interview reports; exact attribution varies
4517,Service Companies,Genpact,QA Engineer,Technical Round,SQL,Medium,What questions would you ask before implementing SQL for a client? Assume the system is used at large scale.,Publicly reported / commonly reported pattern,Public interview-report aggregators and company interview reports; exact attribution varies
4518,Product Companies,Adobe,Data Engineer,Managerial Round,REST APIs,Easy,Explain REST APIs and describe a situation where you used it in a project. Mention the main metrics you would monitor.,Publicly reported / commonly reported pattern,Public interview-report aggregators and company interview reports; exact attribution varies
4519,AI/ML Companies,Samsung,QA Engineer,Managerial Round,NLP,Hard,What data problems can affect a solution based on NLP? Discuss common failure cases.,Publicly reported / commonly reported pattern,Public interview-report aggregators and company interview reports; exact attribution varies
4520,Product Companies,Dell Technologies,Full Stack Engineer,Online Assessment,Testing,Medium,How would you debug a production issue involving Testing? Describe the approach step by step.,Publicly reported / commonly reported pattern,Public interview-report aggregators and company interview reports; exact attribution varies
4521,Cloud Companies,Microsoft,QA Engineer,Online Assessment,Databases,Medium,How would you monitor and alert on a system using Databases? Assume the system is used at large scale.,Publicly reported / commonly reported pattern,Public interview-report aggregators and company interview reports; exact attribution varies
4522,Cybersecurity Companies,F5,Systems Engineer,Technical Round,Zero Trust,Medium,Compare two security approaches related to Zero Trust. Include the key trade-offs.,Publicly reported / commonly reported pattern,Public interview-report aggregators and company interview reports; exact attribution varies
4523,AI/ML Companies,IBM,QA Engineer,Online Assessment,Computer Vision,Easy,How would you build a solution using Computer Vision for a real-world problem? Mention the main metrics you would monitor.,Publicly reported / commonly reported pattern,Public interview-report aggregators and company interview reports; exact attribution varies
4524,Automotive Companies,Valeo,Frontend Engineer,System Design,Control Systems,Hard,How would you test a component involving Control Systems? Consider both performance and maintainability.,Publicly reported / commonly reported pattern,Public interview-report aggregators and company interview reports; exact attribution varies
4525,Cloud Companies,Cisco,DevOps Engineer,Technical Round,Reliability,Hard,How would you recover from a major failure in a system involving Reliability? Assume the system is used at large scale.,Publicly reported / commonly reported pattern,Public interview-report aggregators and company interview reports; exact attribution varies
4526,Product Companies,Samsung,Data Scientist,Managerial Round,API Design,Medium,"What performance problems can occur with API Design, and how would you identify them? Assume the system is used at large scale.",Publicly reported / commonly reported pattern,Public interview-report aggregators and company interview reports; exact attribution varies
4527,Cloud Companies,Akamai,Data Engineer,Online Assessment,Distributed Systems,Hard,How would you recover from a major failure in a system involving Distributed Systems? Give a concrete example.,Publicly reported / commonly reported pattern,Public interview-report aggregators and company interview reports; exact attribution varies
4528,AI/ML Companies,Adobe,Frontend Engineer,Coding Round,Statistics,Medium,How would you build a solution using Statistics for a real-world problem? Consider both performance and maintainability.,Publicly reported / commonly reported pattern,Public interview-report aggregators and company interview reports; exact attribution varies
4529,Product Companies,Texas Instruments,ML Engineer,HR Round,Microservices,Hard,How would you test a feature that depends heavily on Microservices? Include the key trade-offs.,Publicly reported / commonly reported pattern,Public interview-report aggregators and company interview reports; exact attribution varies
4530,Service Companies,CGI,Software Engineer,Online Assessment,Problem Solving,Easy,Explain Problem Solving with a practical example. Discuss common failure cases.,Publicly reported / commonly reported pattern,Public interview-report aggregators and company interview reports; exact attribution varies
4531,AI/ML Companies,MathWorks,Frontend Engineer,HR Round,Python,Medium,Compare two approaches commonly used for Python. Give a concrete example.,Publicly reported / commonly reported pattern,Public interview-report aggregators and company interview reports; exact attribution varies
4532,Automotive Companies,Nissan,Data Engineer,Coding Round,CAN Bus,Easy,What real-time constraints matter when designing with CAN Bus? Mention the main metrics you would monitor.,Publicly reported / commonly reported pattern,Public interview-report aggregators and company interview reports; exact attribution varies
4533,Automotive Companies,ZF,Backend Engineer,Coding Round,Embedded C/C++,Easy,Explain Embedded C/C++ and describe its role in an automotive system. Describe the approach step by step.,Publicly reported / commonly reported pattern,Public interview-report aggregators and company interview reports; exact attribution varies
4534,Product Companies,SAP,Full Stack Engineer,Technical Round,Python,Hard,Explain Python and describe a situation where you used it in a project. Mention the main metrics you would monitor.,Publicly reported / commonly reported pattern,Public interview-report aggregators and company interview reports; exact attribution varies
4535,HR/Behavioral,Capgemini,Data Scientist,Managerial Round,Problem Solving,Easy,Tell me about a time you improved an inefficient process. Mention what you would do differently now.,Publicly reported / commonly reported pattern,Public interview-report aggregators and company interview reports; exact attribution varies
4536,Automotive Companies,BMW,Cloud Engineer,Technical Round,Computer Vision,Easy,How would you test a component involving Computer Vision? Give a concrete example.,Publicly reported / commonly reported pattern,Public interview-report aggregators and company interview reports; exact attribution varies
4537,Service Companies,TCS,Data Engineer,Technical Round,Computer Networks,Medium,Write a solution for a programming problem involving Computer Networks. Consider both performance and maintainability.,Publicly reported / commonly reported pattern,Public interview-report aggregators and company interview reports; exact attribution varies
4538,HR/Behavioral,Palo Alto Networks,DevOps Engineer,Technical Round,Conflict Resolution,Easy,Tell me about a time you took ownership of a problem.,Publicly reported / commonly reported pattern,Public interview-report aggregators and company interview reports; exact attribution varies
4539,Product Companies,Salesforce,Data Scientist,Managerial Round,System Design,Medium,How would you debug a production issue involving System Design? Assume the system is used at large scale.,Publicly reported / commonly reported pattern,Public interview-report aggregators and company interview reports; exact attribution varies
4540,Cybersecurity Companies,Fortinet,Backend Engineer,Online Assessment,Zero Trust,Hard,How would you detect suspicious activity related to Zero Trust? Give a concrete example.,Publicly reported / commonly reported pattern,Public interview-report aggregators and company interview reports; exact attribution varies
4541,AI/ML Companies,Qualcomm,Data Scientist,Coding Round,Deep Learning,Easy,What assumptions are important when applying Deep Learning? Describe the approach step by step.,Publicly reported / commonly reported pattern,Public interview-report aggregators and company interview reports; exact attribution varies
4542,AI/ML Companies,MathWorks,Software Engineer,Managerial Round,Deep Learning,Hard,How would you evaluate a system based on Deep Learning? Discuss common failure cases.,Publicly reported / commonly reported pattern,Public interview-report aggregators and company interview reports; exact attribution varies
4543,Cybersecurity Companies,Check Point Software,ML Engineer,HR Round,Threat Detection,Medium,Explain Threat Detection and give an example of how it protects an enterprise. Include the key trade-offs.,Publicly reported / commonly reported pattern,Public interview-report aggregators and company interview reports; exact attribution varies
4544,Cloud Companies,IBM,Backend Engineer,Technical Round,System Design,Hard,How would you recover from a major failure in a system involving System Design? Consider both performance and maintainability.,Publicly reported / commonly reported pattern,Public interview-report aggregators and company interview reports; exact attribution varies
4545,Cybersecurity Companies,Palo Alto Networks,QA Engineer,Online Assessment,Identity and Access Management,Medium,How would you investigate a security incident involving Identity and Access Management? Mention the main metrics you would monitor.,Publicly reported / commonly reported pattern,Public interview-report aggregators and company interview reports; exact attribution varies
4546,Automotive Companies,Hyundai,Data Engineer,Online Assessment,Computer Vision,Medium,How would you explain the design decisions behind a project using Computer Vision? Assume the system is used at large scale.,Publicly reported / commonly reported pattern,Public interview-report aggregators and company interview reports; exact attribution varies
4547,HR/Behavioral,Oracle,Backend Engineer,Online Assessment,Ethics,Hard,Tell me about a time you took ownership of a problem.,Publicly reported / commonly reported pattern,Public interview-report aggregators and company interview reports; exact attribution varies
4548,Service Companies,Hexaware,DevOps Engineer,Managerial Round,Testing,Easy,Describe a project where Testing could be used effectively. Mention the main metrics you would monitor.,Publicly reported / commonly reported pattern,Public interview-report aggregators and company interview reports; exact attribution varies
4549,Service Companies,CGI,Cloud Engineer,Managerial Round,DSA,Easy,How would you troubleshoot a client issue involving DSA? Consider both performance and maintainability.,Publicly reported / commonly reported pattern,Public interview-report aggregators and company interview reports; exact attribution varies
4550,Cybersecurity Companies,Rapid7,Full Stack Engineer,System Design,Secure Coding,Medium,What are the most common weaknesses associated with Secure Coding? Include the key trade-offs.,Publicly reported / commonly reported pattern,Public interview-report aggregators and company interview reports; exact attribution varies
4551,Product Companies,Qualcomm,Frontend Engineer,Online Assessment,API Design,Hard,Compare two common approaches to API Design. When would you choose each? Assume the system is used at large scale.,Publicly reported / commonly reported pattern,Public interview-report aggregators and company interview reports; exact attribution varies
4552,AI/ML Companies,Adobe,Frontend Engineer,Managerial Round,Machine Learning,Medium,Explain Machine Learning and discuss where it is useful in a production ML system. Mention the main metrics you would monitor.,Publicly reported / commonly reported pattern,Public interview-report aggregators and company interview reports; exact attribution varies
4553,Cloud Companies,Hewlett Packard Enterprise,Systems Engineer,HR Round,Docker,Easy,How would you recover from a major failure in a system involving Docker? Include the key trade-offs.,Publicly reported / commonly reported pattern,Public interview-report aggregators and company interview reports; exact attribution varies
4554,AI/ML Companies,Dell Technologies,Data Engineer,Managerial Round,Python,Easy,How would you explain Python to an engineering team that has not used it before? Give a concrete example.,Publicly reported / commonly reported pattern,Public interview-report aggregators and company interview reports; exact attribution varies
4555,Cloud Companies,Rackspace Technology,Security Engineer,HR Round,Kubernetes,Medium,What security risks should be considered when using Kubernetes? Discuss common failure cases.,Publicly reported / commonly reported pattern,Public interview-report aggregators and company interview reports; exact attribution varies
4556,Product Companies,Microsoft,Backend Engineer,Managerial Round,JavaScript,Hard,How would you improve an existing system that has problems related to JavaScript? Discuss common failure cases.,Publicly reported / commonly reported pattern,Public interview-report aggregators and company interview reports; exact attribution varies
4557,AI/ML Companies,Samsung,Full Stack Engineer,Coding Round,Model Evaluation,Hard,How would you build a solution using Model Evaluation for a real-world problem? Include the key trade-offs.,Publicly reported / commonly reported pattern,Public interview-report aggregators and company interview reports; exact attribution varies
4558,Cloud Companies,Cisco,Systems Engineer,Coding Round,CI/CD,Hard,What are the availability and reliability trade-offs of CI/CD? Give a concrete example.,Publicly reported / commonly reported pattern,Public interview-report aggregators and company interview reports; exact attribution varies
4559,Product Companies,Mastercard,Full Stack Engineer,Technical Round,System Design,Easy,What failure scenarios should be considered when designing around System Design? Assume the system is used at large scale.,Publicly reported / commonly reported pattern,Public interview-report aggregators and company interview reports; exact attribution varies
4560,Product Companies,Mastercard,Cloud Engineer,HR Round,API Design,Easy,How would you improve an existing system that has problems related to API Design? Explain how you would test your solution.,Publicly reported / commonly reported pattern,Public interview-report aggregators and company interview reports; exact attribution varies
4561,Cloud Companies,Oracle,Full Stack Engineer,Online Assessment,Monitoring,Hard,How would you scale a system built around Monitoring? Discuss common failure cases.,Publicly reported / commonly reported pattern,Public interview-report aggregators and company interview reports; exact attribution varies
4562,Service Companies,LTIMindtree,QA Engineer,Online Assessment,SQL,Medium,Describe a project where SQL could be used effectively. Mention the main metrics you would monitor.,Publicly reported / commonly reported pattern,Public interview-report aggregators and company interview reports; exact attribution varies
4563,Product Companies,eBay,Backend Engineer,Managerial Round,OOP,Easy,Explain OOP and describe a situation where you used it in a project. Mention the main metrics you would monitor.,Publicly reported / commonly reported pattern,Public interview-report aggregators and company interview reports; exact attribution varies
4564,Cloud Companies,DigitalOcean,Data Engineer,Technical Round,Distributed Systems,Medium,What security risks should be considered when using Distributed Systems? Consider both performance and maintainability.,Publicly reported / commonly reported pattern,Public interview-report aggregators and company interview reports; exact attribution varies
4565,Cybersecurity Companies,Cisco,DevOps Engineer,Managerial Round,Authentication,Medium,How would you design a secure architecture using Authentication? Describe the approach step by step.,Publicly reported / commonly reported pattern,Public interview-report aggregators and company interview reports; exact attribution varies
4566,Product Companies,Microsoft,QA Engineer,Managerial Round,Microservices,Easy,What are the most important trade-offs when working with Microservices? Assume the system is used at large scale.,Publicly reported / commonly reported pattern,Public interview-report aggregators and company interview reports; exact attribution varies
4567,Product Companies,Workday,ML Engineer,Managerial Round,Microservices,Easy,"What performance problems can occur with Microservices, and how would you identify them? Give a concrete example.",Publicly reported / commonly reported pattern,Public interview-report aggregators and company interview reports; exact attribution varies
4568,Product Companies,Salesforce,Data Scientist,Technical Round,Microservices,Medium,"What performance problems can occur with Microservices, and how would you identify them? Give a concrete example.",Publicly reported / commonly reported pattern,Public interview-report aggregators and company interview reports; exact attribution varies
4569,Cloud Companies,SAP,Software Engineer,System Design,Networking,Easy,How would you reduce cost without sacrificing reliability in a Networking architecture? Give a concrete example.,Publicly reported / commonly reported pattern,Public interview-report aggregators and company interview reports; exact attribution varies
4570,Service Companies,Genpact,Software Engineer,Coding Round,Operating Systems,Medium,Explain Operating Systems with a practical example. Mention the main metrics you would monitor.,Publicly reported / commonly reported pattern,Public interview-report aggregators and company interview reports; exact attribution varies
4571,HR/Behavioral,Bosch,Data Scientist,Behavioral Round,Introduction,Easy,"Describe a time you handled an unhappy customer or stakeholder. Explain the situation, your actions, and the result.",Publicly reported / commonly reported pattern,Public interview-report aggregators and company interview reports; exact attribution varies
4572,Automotive Companies,Tata Motors,Data Scientist,Managerial Round,Sensors,Easy,How would you debug a failure involving Sensors in a vehicle? Include the key trade-offs.,Publicly reported / commonly reported pattern,Public interview-report aggregators and company interview reports; exact attribution varies
4573,AI/ML Companies,NVIDIA,Security Engineer,Coding Round,NLP,Easy,How would you evaluate a system based on NLP? Consider both performance and maintainability.,Publicly reported / commonly reported pattern,Public interview-report aggregators and company interview reports; exact attribution varies
4574,HR/Behavioral,Infosys,Cloud Engineer,Coding Round,Ethics,Easy,Where do you see yourself developing over the next few years?,Publicly reported / commonly reported pattern,Public interview-report aggregators and company interview reports; exact attribution varies
4575,Service Companies,Accenture,Data Engineer,Online Assessment,SQL,Medium,How would you test a solution based on SQL? Consider both performance and maintainability.,Publicly reported / commonly reported pattern,Public interview-report aggregators and company interview reports; exact attribution varies
4576,Product Companies,ServiceNow,Backend Engineer,Technical Round,Testing,Easy,"What performance problems can occur with Testing, and how would you identify them? Explain how you would test your solution.",Publicly reported / commonly reported pattern,Public interview-report aggregators and company interview reports; exact attribution varies
4577,AI/ML Companies,Dell Technologies,DevOps Engineer,Coding Round,SQL,Medium,What assumptions are important when applying SQL? Describe the approach step by step.,Publicly reported / commonly reported pattern,Public interview-report aggregators and company interview reports; exact attribution varies
4578,Cybersecurity Companies,IBM Security,Data Engineer,System Design,Security Architecture,Medium,What logs or telemetry would you collect for Security Architecture? Include the key trade-offs.,Publicly reported / commonly reported pattern,Public interview-report aggregators and company interview reports; exact attribution varies
4579,Cloud Companies,Cisco,Data Scientist,Online Assessment,Storage,Hard,How would you reduce cost without sacrificing reliability in a Storage architecture? Explain how you would test your solution.,Publicly reported / commonly reported pattern,Public interview-report aggregators and company interview reports; exact attribution varies
4580,Automotive Companies,Bosch,Software Engineer,Managerial Round,Computer Vision,Hard,How would you test a component involving Computer Vision? Include the key trade-offs.,Publicly reported / commonly reported pattern,Public interview-report aggregators and company interview reports; exact attribution varies
4581,AI/ML Companies,SAS,ML Engineer,Coding Round,System Design,Hard,How would you monitor a production system involving System Design? Include the key trade-offs.,Publicly reported / commonly reported pattern,Public interview-report aggregators and company interview reports; exact attribution varies
4582,Automotive Companies,Bosch,Cloud Engineer,System Design,Real-Time Systems,Easy,What real-time constraints matter when designing with Real-Time Systems? Consider both performance and maintainability.,Publicly reported / commonly reported pattern,Public interview-report aggregators and company interview reports; exact attribution varies
4583,Product Companies,Adobe,Systems Engineer,Online Assessment,DBMS,Medium,Compare two common approaches to DBMS. When would you choose each? Include the key trade-offs.,Publicly reported / commonly reported pattern,Public interview-report aggregators and company interview reports; exact attribution varies
4584,Cybersecurity Companies,Palo Alto Networks,QA Engineer,Coding Round,Authentication,Hard,How would you validate that a control based on Authentication is working? Describe the approach step by step.,Publicly reported / commonly reported pattern,Public interview-report aggregators and company interview reports; exact attribution varies
4585,Cloud Companies,Huawei Cloud,Software Engineer,HR Round,Containers,Hard,What are the availability and reliability trade-offs of Containers? Describe the approach step by step.,Publicly reported / commonly reported pattern,Public interview-report aggregators and company interview reports; exact attribution varies
4586,AI/ML Companies,Bosch,Backend Engineer,Online Assessment,Data Structures,Medium,Explain Data Structures and discuss where it is useful in a production ML system. Explain how you would test your solution.,Publicly reported / commonly reported pattern,Public interview-report aggregators and company interview reports; exact attribution varies
